BMBF-193_S14_L001_R2_001.fq,5000,0.6,0.59,0.68,0.82,0.58,0.57,0.63,0.57
BMBF-193_S14_L001_R2_001.fq,10000,0.62,0.62,0.7,0.85,0.61,0.59,0.65,0.59
BMBF-193_S14_L001_R2_001.fq,50000,0.62,0.62,0.7,0.85,0.61,0.59,0.65,0.59
BMBF-193_S14_L001_R2_001.fq,100000,0.62,0.62,0.7,0.86,0.61,0.59,0.65,0.6
BMBF-285_S15_L001_R1_001.fq,500,0.74,0.66,0.85,0.6,0.65,0.63,0.65,0.63
BMBF-285_S15_L001_R1_001.fq,1000,0.73,0.67,0.86,0.63,0.65,0.64,0.67,0.64
BMBF-285_S15_L001_R1_001.fq,5000,0.74,0.68,0.87,0.63,0.66,0.64,0.67,0.65
BMBF-285_S15_L001_R1_001.fq,10000,0.75,0.69,0.88,0.64,0.68,0.65,0.68,0.66
BMBF-285_S15_L001_R1_001.fq,50000,0.75,0.69,0.89,0.64,0.68,0.65,0.68,0.66
BMBF-285_S15_L001_R1_001.fq,100000,0.76,0.7,0.89,0.64,0.68,0.65,0.68,0.66
BMBF-285_S15_L001_R2_001.fq,500,0.66,0.6,0.75,0.55,0.59,0.55,0.58,0.57
BMBF-285_S15_L001_R2_001.fq,1000,0.63,0.59,0.75,0.55,0.58,0.56,0.59,0.57
BMBF-285_S15_L001_R2_001.fq,5000,0.67,0.61,0.78,0.56,0.59,0.57,0.6,0.58
BMBF-285_S15_L001_R2_001.fq,10000,0.7,0.64,0.82,0.59,0.62,0.6,0.63,0.61
BMBF-285_S15_L001_R2_001.fq,50000,0.69,0.64,0.82,0.59,0.62,0.6,0.63,0.6
BMBF-285_S15_L001_R2_001.fq,100000,0.7,0.64,0.82,0.59,0.63,0.6,0.63,0.61
BMBF-327_S8_L001_R1_001.fq,500,0.65,0.66,0.7,0.61,0.89,0.62,0.65,0.62
BMBF-327_S8_L001_R1_001.fq,1000,0.66,0.69,0.74,0.62,0.91,0.65,0.65,0.65
BMBF-327_S8_L001_R1_001.fq,5000,0.66,0.67,0.72,0.62,0.91,0.63,0.65,0.63
BMBF-327_S8_L001_R1_001.fq,10000,0.67,0.68,0.73,0.63,0.92,0.64,0.66,0.64
BMBF-327_S8_L001_R1_001.fq,50000,0.67,0.68,0.73,0.63,0.92,0.64,0.66,0.64
BMBF-327_S8_L001_R1_001.fq,100000,0.67,0.68,0.73,0.63,0.92,0.64,0.66,0.64
BMBF-327_S8_L001_R2_001.fq,500,0.57,0.58,0.63,0.54,0.77,0.55,0.58,0.56
BMBF-327_S8_L001_R2_001.fq,1000,0.6,0.6,0.64,0.54,0.8,0.57,0.57,0.56
BMBF-327_S8_L001_R2_001.fq,5000,0.6,0.61,0.66,0.57,0.83,0.58,0.59,0.58
BMBF-327_S8_L001_R2_001.fq,10000,0.61,0.62,0.66,0.57,0.83,0.58,0.6,0.58
BMBF-327_S8_L001_R2_001.fq,50000,0.6,0.62,0.66,0.57,0.83,0.58,0.6,0.58
BMBF-327_S8_L001_R2_001.fq,100000,0.61,0.62,0.66,0.57,0.83,0.58,0.6,0.58
BMBF-332_S9_L001_R1_001.fq,500,0.65,0.62,0.7,0.61,0.62,0.6,0.92,0.62
BMBF-332_S9_L001_R1_001.fq,1000,0.65,0.62,0.7,0.63,0.61,0.61,0.91,0.61
BMBF-332_S9_L001_R1_001.fq,5000,0.65,0.64,0.72,0.63,0.63,0.61,0.91,0.63
BMBF-332_S9_L001_R1_001.fq,10000,0.65,0.63,0.72,0.63,0.63,0.61,0.92,0.63
BMBF-332_S9_L001_R1_001.fq,50000,0.65,0.63,0.72,0.63,0.63,0.6,0.91,0.62
BMBF-332_S9_L001_R1_001.fq,100000,0.66,0.64,0.72,0.63,0.63,0.61,0.92,0.63
BMBF-332_S9_L001_R2_001.fq,500,0.57,0.54,0.61,0.52,0.53,0.51,0.8,0.53
BMBF-332_S9_L001_R2_001.fq,1000,0.57,0.55,0.62,0.56,0.55,0.54,0.8,0.54
BMBF-332_S9_L001_R2_001.fq,5000,0.59,0.57,0.64,0.56,0.57,0.54,0.82,0.56
BMBF-332_S9_L001_R2_001.fq,10000,0.59,0.57,0.65,0.57,0.57,0.55,0.83,0.57
BMBF-332_S9_L001_R2_001.fq,50000,0.58,0.57,0.64,0.56,0.56,0.54,0.82,0.56
BMBF-332_S9_L001_R2_001.fq,100000,0.6,0.58,0.66,0.57,0.57,0.55,0.83,0.57
BMBF-335_S10_L001_R1_001.fq,500,0.66,0.67,0.72,0.68,0.87,0.65,0.67,0.64
BMBF-335_S10_L001_R1_001.fq,1000,0.68,0.69,0.75,0.68,0.88,0.65,0.69,0.65
BMBF-335_S10_L001_R1_001.fq,5000,0.67,0.69,0.73,0.69,0.87,0.65,0.68,0.64
BMBF-335_S10_L001_R1_001.fq,10000,0.68,0.69,0.74,0.69,0.87,0.65,0.68,0.65
BMBF-335_S10_L001_R1_001.fq,50000,0.67,0.7,0.74,0.69,0.87,0.65,0.68,0.65
BMBF-335_S10_L001_R1_001.fq,100000,0.67,0.7,0.74,0.69,0.87,0.65,0.68,0.65
BMBF-335_S10_L001_R2_001.fq,500,0.55,0.55,0.6,0.55,0.72,0.53,0.56,0.54
BMBF-335_S10_L001_R2_001.fq,1000,0.56,0.58,0.62,0.58,0.73,0.54,0.57,0.54
BMBF-335_S10_L001_R2_001.fq,5000,0.57,0.59,0.63,0.59,0.75,0.55,0.58,0.55
BMBF-335_S10_L001_R2_001.fq,10000,0.58,0.59,0.63,0.59,0.74,0.55,0.58,0.55
BMBF-335_S10_L001_R2_001.fq,50000,0.59,0.6,0.64,0.6,0.76,0.56,0.59,0.56
BMBF-335_S10_L001_R2_001.fq,100000,0.59,0.61,0.64,0.6,0.76,0.56,0.59,0.56
BMBF-416_S16_L001_R1_001.fq,500,0.62,0.62,0.67,0.58,0.61,0.59,0.8,0.59
BMBF-416_S16_L001_R1_001.fq,1000,0.64,0.62,0.68,0.59,0.62,0.61,0.83,0.59
BMBF-416_S16_L001_R1_001.fq,5000,0.63,0.62,0.68,0.59,0.62,0.6,0.84,0.61
BMBF-416_S16_L001_R1_001.fq,10000,0.65,0.63,0.7,0.6,0.63,0.62,0.85,0.63
BMBF-416_S16_L001_R1_001.fq,50000,0.64,0.63,0.69,0.59,0.62,0.61,0.85,0.61
BMBF-416_S16_L001_R1_001.fq,100000,0.64,0.63,0.69,0.6,0.62,0.61,0.85,0.62
